id_cie	cod	descrip
7792	Q77	Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral
7793	Q770	Acondrogenesis
7794	Q771	Enanismo tanatoforico
7795	Q772	Sindrome de costilla corta
7796	Q773	Condrodisplasia punctata
7797	Q774	Acondroplasia
7798	Q775	Displasia distrofica
7799	Q776	Displasia condroectodermica
7800	Q777	Displasia espondiloepifisaria
7801	Q778	Otras osteocondrodisplasias con defectos del crecimiento de los huesos largos y de la columna vertebral
7802	Q779	Osteocondrodisplasia con defectos del crecimiento de los huesos largos y de la columna vertebral, sin otra especificacion
7803	Q78	Otras osteocondrodisplasias
7804	Q780	Osteogenesis imperfecta
7805	Q781	Displasia poliostotica fibrosa
7806	Q782	Osteopetrosis
7807	Q783	Displasia diafisaria progresiva
7808	Q784	Encondromatosis
7809	Q785	Displasia metafisaria
7810	Q786	Exostosis congenita multiple
7811	Q788	Otras osteocondrodisplasias especificadas
7812	Q789	Osteocondrodisplasia, no especificada
7813	Q79	Malformaciones congenitas del sistema osteomuscular, no clasificadas en otra parte
7814	Q790	Hernia diafragmatica congenita
7815	Q791	Otras malformaciones congenitas del diafragma
7816	Q792	Exonfalos
7817	Q793	Gastrosquisis
7818	Q794	Sindrome del abdomen en ciruela pasa
7819	Q795	Otras malformaciones congenitas de la pared abdominal
7820	Q796	Sindrome de ehlers
7821	Q798	Otras malformaciones congenitas del sistema osteomuscular
7822	Q799	Malformacion congenita del sistema osteomuscular, no especificada
7823	Q80	Ictiosis congenita
7824	Q800	Ictiosis vulgar
7825	Q801	Ictiosis ligada al cromosoma x
7826	Q802	Ictiosis lamelar
7827	Q803	Eritrodermia ictiosiforme vesicular congenita
7828	Q804	Feto arlequin
7829	Q808	Otras ictiosis congenitas
7830	Q809	Ictiosis congenita, no especificada
7831	Q81	Epidermolisis bullosa
7832	Q810	Epidermolisis bullosa simple
7833	Q811	Epidermolisis bullosa letal
7834	Q812	Epidermolisis bullosa distrofica
7835	Q818	Otras epidermolisis bullosas
7836	Q819	Epidermolisis bullosa, no especificada
7837	Q82	Otras malformaciones congenitas de la piel
7838	Q820	Linfedema hereditario
7839	Q821	Xeroderma pigmentoso
7840	Q822	Mastocitosis
7841	Q823	Incontinencia pigmentaria
7842	Q824	Displasia ectodermica (anhidrotica)
7843	Q825	Nevo no neoplasico, congenito
7844	Q828	Otras malformaciones congenitas de la piel, especificadas
7845	Q829	Malformacion congenita de la piel, no especificada
7846	Q83	Malformaciones congenitas de la mama
7847	Q830	Ausencia congenita de la mama con ausencia del pezon
7848	Q831	Mama supernumeraria
7849	Q832	Ausencia del pezon
7850	Q833	Pezon supernumerario
7851	Q838	Otras malformaciones congenitas de la mama
7852	Q839	Malformacion congenita de la mama, no especificada
7853	Q84	Otras malformaciones congenitas de las faneras
7854	Q840	Alopecia congenita
7855	Q841	Alteraciones morfologicas congenitas del pelo, no clasificadas en otra parte
7856	Q842	Otras malformaciones congenitas del pelo
7857	Q843	Anoniquia
7858	Q844	Leuconiquia congenita
7859	Q845	Agrandamiento e hipertrofia de las uñas
7860	Q846	Otras malformaciones congenitas de las uñas
7861	Q848	Otras malformaciones congenitas de las faneras, especificadas
7862	Q849	Malformacion congenita de las faneras, no especificada
7863	Q85	Facomatosis no clasificadas en otra parte
7864	Q850	Neurofibromatosis (no maligna)
7865	Q851	Esclerosis tuberosa
7866	Q858	Otras facomatosis, no clasificadas en otra parte
7867	Q859	Facomatosis, no especificada
7868	Q86	Sindromes de malformaciones congenitas debidos a causas exogenas conocidas no clasificadas en otra parte
7869	Q860	Sindrome fetal (dismorfico) debido al alcohol
7870	Q861	Sindrome de hidantoina fetal
7871	Q862	Dismorfismo debido a warfarina
7872	Q868	Otros sindromes de malformaciones congenitas debidos a causas exogenas conocidas
7873	Q87	Otros sindromes de malformaciones congenitas especificados que afectan multiples sistemas
7874	Q870	Sindromes de malformaciones congenitas que afectan principalmente la apariencia facial
7875	Q871	Sindromes de malformaciones congenitas asociadas principalmente con estatura baja
7876	Q872	Sindromes de malformaciones congenitas que afectan principalmente los miembros
7877	Q873	Sindromes de malformaciones congenitas con exceso de crecimiento precoz
7878	Q874	Sindrome de marfan
7879	Q875	Otros sindromes de malformaciones congenitas con otros cambios esqueleticos
7880	Q878	Otros sindromes de malformaciones congenitas especificados, no clasificados en otra parte
7881	Q89	Otras malformaciones congenitas no clasificadas en otra parte
7882	Q890	Malformaciones congenitas del bazo
7883	Q891	Malformaciones congenitas de la glandula suprarrenal
7884	Q892	Malformaciones congenitas otras glandulas endocrinas
7885	Q893	Situs inversus
7886	Q894	Gemelos siameses
7887	Q897	Malformaciones congenitas multiples, no clasificadas en otra parte
7888	Q898	Otras malformaciones congenitas, especificadas
7889	Q899	Malformacion congenita, no especificada
7890	Q90	Sindrome de down
7891	Q900	Trisomia 21, por falta de disyuncion meiotica
7892	Q901	Trisomia 21, mosaico (por falta de disyuncion mitotica)
7893	Q902	Trisomia 21, por translocacion
7894	Q909	Sindrome de down, no especificado
7895	Q91	Sindrome de edwards y sindrome de patau
7896	Q910	Trisomia 18, por falta de disyuncion meiotica
7897	Q911	Trisomia 18, mosaico (por falta de disyuncion mitotica)
7898	Q912	Trisomia 18, por translocacion
7899	Q913	Sindrome de edwards, no especificado
7900	Q914	Trisomia 13, por falta de disyuncion meiotica
7901	Q915	Trisomia 13, mosaico (por falta de disyuncion mitotica)
7902	Q916	Trisomia 13, por translocacion
7903	Q917	Sindrome de patau, no especificado
7904	Q92	Otras trisomias y trisomias parciales de los autosomas no clasificadas en otra parte
7905	Q920	Trisomia de un cromosoma completo, por falta de disyuncion meiotica
7906	Q921	Trisomia de un cromosoma completo, mosaico (por falta de disyuncion mitotica)
7907	Q922	Trisomia parcial mayor
7908	Q923	Trisomia parcial menor
7909	Q924	Duplicaciones visibles solo en la prometafase
7910	Q925	Duplicaciones con otros reordenamientos complejos
7911	Q926	Cromosomas marcadores suplementarios
7912	Q927	Triploidia y poliploidia
7913	Q928	Otras trisomias y trisomias parciales de los autosomas, especificadas
7914	Q929	Trisomia y trisomia parcial de los autosomas, sin otra especificacion
7915	Q93	Monosomias y supresiones de los autosomas, no clasificadas en otra parte
7916	Q930	Monosomia completa de un cromosoma, por falta de disyuncion meiotica
7917	Q931	Monosomia completa de un cromosoma, mosaico (por falta de disyuncion mitotica)
7918	Q932	Cromosoma reemplazado por anillo o dicentrico
7919	Q933	Supresion del brazo corto del cromosoma 4
7920	Q934	Supresion del brazo corto del cromosoma 5
7921	Q935	Otras supresiones de parte de un cromosoma
7922	Q936	Supresiones visibles solo en la prometafase
7923	Q937	Supresiones con otros reordenamientos complejos
7924	Q938	Otras supresiones de los autosomas
7925	Q939	Supresion de los autosomas, no especificada
7926	Q95	Reordenamientos equilibrados y marcadores estructurales, no clasificadas en otra parte
7927	Q950	Translocacion equilibrada e insercion en individuo normal
7928	Q951	Inversion cromosomica en individuo normal
7929	Q952	Reordenamiento autosomico equilibrado en individuo anormal
7930	Q953	Reordenamiento autosomico/sexual equilibrado en individuo anormal
7931	Q954	Individuos con heterocromatina marcadora
7932	Q955	Individuos con sitio fragil autosomico
7933	Q958	Otros reordenamientos equilibrados y marcadores estructurales
7934	Q959	Reordenamiento equilibrado y marcador estructural, sin otra especificacion
7935	Q96	Sindrome de turner
7936	Q960	Cariotipo 45,x
7937	Q961	Cariotipo 46,x iso (xq)
7938	Q962	Cariotipo 46,x con cromosoma sexual anormal excepto iso (xq)
7939	Q963	Mosaico 45,x/46,xx o xy
7940	Q964	Mosaico 45,x/otra(s) linea(s) celular(es) con cromosoma sexual anormal
7941	Q968	Otras variantes del sindrome de turner
7942	Q969	Sindrome de turner, no especificado
7943	Q97	Otras anomalias de los cromosomas sexuales, con fenotipo femenino no clasificadas en otra parte
7944	Q970	Cariotipo 47,xxx
7945	Q971	Mujer con mas de tres cromosomas x
7946	Q972	Mosaico, lineas con numero variable de cromosomas x
7947	Q973	Mujer con cariotipo 46,xy
7948	Q978	Otras anomalias de los cromosomas sexuales, con fenotipo femenino, especificadas
7949	Q979	Anomalia de los cromosomas sexuales, con fenotipo femenino, sin otra especificacion
7950	Q98	Otras anomalias de los cromosomas sexuales, con fenotipo masculino no clasificadas en otra parte
7951	Q980	Sindrome de klinefelter, cariotipo 47,xxy
7952	Q981	Sindrome de klinefelter, hombre con mas de dos cromosomas x
7953	Q982	Sindrome de klinefelter, hombre con cariotipo 46,xx
7954	Q983	Otro hombre con cariotipo 46,xx
7955	Q984	Sindrome de klinefelter, no especificado
7956	Q985	Cariotipo 47,xyy
7957	Q986	Hombre con cromosoma sexual estructuralmente anormal
7958	Q987	Hombre con mosaico de cromosomas sexuales
7959	Q988	Otras anomalias de los cromosomas sexuales, con fenotipo masculino, especificadas
7960	Q989	Anomalia de los cromosomas sexuales, fenotipo masculino, sin otra especificacion
7961	Q99	Otras anomalias cromosomicas no clasificadas en otra parte
7962	Q990	Quimera 46,xx/46,xy
7963	Q991	Hermafrodita verdadero 46,xx
7964	Q992	Cromosoma x fragil
7965	Q998	Otras anomalias de los cromosomas. especificadas
7966	Q999	Anomalia cromosomica, no especificada
7967	R00	Anormalidades del latido cardiaco
7968	R000	Taquicardia, no especificada
7969	R001	Bradicardia, no especificada
7970	R002	Palpitaciones
7971	R008	Otras anormalidades del latido cardiaco y las no especificadas
7972	R01	Soplos y otros sonidos cardiacos
7973	R010	Soplos cardiacos benignos o inocentes
7974	R011	Soplo cardiaco, no especificado
7975	R012	Otros sonidos cardiacos
7976	R02	Gangrena no clasificada en otra parte
7977	R03	Lectura de presion sanguinea anormal, sin diagnostico
7978	R030	Lectura elevada de la presion sanguinea, sin diagnostico de hipertension
7979	R031	Lectura de presion baja no especifica
7980	R04	Hemorragias de las vias respiratorias
7981	R040	Epistaxis
7982	R041	Hemorragia de la garganta
7983	R042	Hemoptisis
7984	R048	Hemorragia de otros sitios de las vias respiratorias
7985	R049	Hemorragia de las vias respiratorias, no especificada
7986	R05	Tos
7987	R06	Anormalidades de la respiracion
7988	R060	Disnea
7989	R061	Estridor
7990	R062	Silbido
7991	R063	Respiracion periodica
7992	R064	Hiperventilacion
7993	R065	Respiracion con la boca
7994	R066	Hipo
7995	R067	Estornudo
7996	R068	Otras anormalidades de la respiracion y las no especificadas
7997	R07	Dolor de garganta y en el pecho
7998	R070	Dolor de garganta
7999	R071	Dolor en el pecho al respirar
8000	R072	Dolor precordial
8001	R073	Otros dolores en el pecho
8002	R074	Dolor en el pecho, no especificado
8003	R09	Otros sintomas y signos que involucran los sistemas circulatorio y respiratorio
8004	R090	Asfixia
8005	R091	Pleuresia
8006	R092	Paro respiratorio
8007	R093	Esputo anormal
8008	R098	Otros sintomas y signos especificados que involucran los sistemas circulatorio y respiratorio
8009	R10	Dolor abdominal y pelvico
8010	R100	Abdomen agudo
8011	R101	Dolor abdominal localizado en parte superior
8012	R102	Dolor pelvico y perineal
8013	R103	Dolor localizado en otras partes inferiores del abdomen
8014	R104	Otros dolores abdominales y los no especificados
8015	R11	Nausea y vomito
8016	R12	Acidez
8017	R13	Disfagia
8018	R14	Flatulencia y afecciones afines
8019	R15	Incontinencia fecal
8020	R16	Hepatomegalia y esplenomegalia no clasificadas en otra parte
8021	R160	Hepatomegalia, no clasificada en otra parte
8022	R161	Esplenomegalia, no clasificada en otra parte
8023	R162	Hepatomegalia con esplenomegalia, no clasificadas en otra parte
8024	R17	Ictericia no especificada
8025	R18	Ascitis
8026	R19	Otros sintomas y signos que involucran el sistema digestivo y el abdomen
8027	R190	Tumefaccion, masa o prominencia intraabdominal y pelvica
8028	R191	Sonidos intestinales anormales
8029	R192	Peristalsis visible
8030	R193	Rigidez abdominal
8031	R194	Cambios en los habitos intestinales
8032	R195	Otras anormalidades fecales
8033	R196	Halitosis
8034	R198	Otros sintomas y signos especificados que involucran el sistema digestivo y el abdomen
8035	R20	Alteraciones de la sensibilidad cutanea
8036	R200	Anestesia de la piel
8037	R201	Hipoestesia de la piel
8038	R202	Parestesia de la piel
8039	R203	Hiperestesia
8040	R208	Otras alteraciones de la sensibilidad cutanea y las no especificadas
8041	R21	Salpullido y otras erupciones cutaneas no especificadas
8042	R22	Tumefaccion, masa o prominencia de la piel y del tejido subcutaneo localizado
8043	R220	Tumefaccion, masa o prominencia localizada en la cabeza
8044	R221	Tumefaccion, masa o prominencia localizada en el cuello
8045	R222	Tumefaccion, masa o prominencia localizada en el tronco
8046	R223	Tumefaccion, masa o prominencia localizada en el miembro superior
8047	R224	Tumefaccion, masa o prominencia localizada en el miembro inferior
8048	R227	Tumefaccion, masa o prominencia localizada en sitios multiples
8049	R229	Tumefaccion, masa o prominencia localizada en parte no especificada
8050	R23	Otros cambios en la piel
8051	R230	Cianosis
8052	R231	Palidez
8053	R232	Rubor
8054	R233	Equimosis espontanea
8055	R234	Cambios en la textura de la piel
8056	R238	Otros cambios de la piel y los no especificados
8057	R25	Movimientos involuntarios anormales
8058	R250	Movimientos anormales de la cabeza
8059	R251	Temblor no especificado
8060	R252	Calambres y espasmos
8061	R253	Fasciculacion
8062	R258	Otros movimientos anormales involuntarios y los no especificados
8063	R26	Anormalidades de la marcha y de la movilidad
8064	R260	Marcha ataxica
8065	R261	Marcha paralitica
8066	R262	Dificultad para caminar, no clasificada en otra parte
8067	R268	Otras anormalidades de la marcha y de la movilidad y las no especificadas
8068	R27	Otras fallas de coordinacion
8069	R270	Ataxia, no especificada
8070	R278	Otras fallas de la coordinacion y las no especificadas
8071	R29	Otros sintomas y signos que involucran los sistemas nervioso y osteomuscular
8072	R290	Tetania
8073	R291	Meningismo
8074	R292	Reflejos anormales
8075	R293	Postura anormal
8076	R294	Chasquido de la cadera
8077	R298	Otros sintomas y signos que involucran los sistemas nervioso y osteomuscular y los no especificados
8078	R30	Dolor asociado con la miccion
8079	R300	Disuria
8080	R301	Tenesmo vesical
8081	R309	Miccion dolorosa, no especificada
8082	R31	Hematuria no especificada
8083	R32	Incontinencia urinaria no especificada
8084	R33	Retencion de orina
8085	R34	Anuria y oliguria
8086	R35	Poliuria
8087	R36	Descarga uretral
8088	R39	Otros sintomas y signos que involucran el sistema urinario
8089	R390	Extravasacion de la orina
8090	R391	Otras dificultades de la miccion
8091	R392	Uremia extrarrenal
8092	R398	Otros sintomas y signos que involucran el sistema urinario y los no especificados
8093	R40	Somnolencia, estupor y coma
8094	R400	Somnolencia
8095	R401	Estupor
8096	R402	Coma, no especificado
8097	R41	Otros sintomas y signos que involucran la funcion cognoscitiva y la conciencia
